ChannelPartnerID,Month,Year,Brand,Sales
37545,4,2021,B3,10709
37545,6,2022,B2,14821
37546,6,2021,B4,4761
37546,1,2021,B2,11241
37546,5,2022,B4,15273
37546,6,2022,B5,5122
37546,11,2022,B1,10286
37546,6,2021,B5,31729
37546,9,2022,B2,23409
37546,11,2022,B5,6085
37546,5,2021,B1,4345
37546,5,2021,B5,8128
37547,2,2021,B4,18517
37547,7,2022,B5,9483
37547,10,2021,B4,1734
37547,10,2022,B4,60145
37547,12,2022,B2,64969
37547,9,2022,B2,14743
37548,11,2021,B2,23852
37548,6,2021,B4,9701
37548,7,2021,B3,25283
37548,5,2022,B5,53178
37548,12,2022,B4,12362
37548,11,2021,B2,3272
37548,6,2022,B1,4667
37548,10,2022,B4,7849
37548,5,2022,B2,16109
37548,3,2021,B1,13371
37548,6,2021,B4,3394
37548,6,2021,B5,40773
37549,11,2021,B3,31024
37549,7,2022,B4,23301
37549,12,2022,B4,9119
37549,8,2022,B1,15558
37549,10,2022,B3,5537
37549,2,2022,B2,31522
37550,8,2022,B4,29719
37550,11,2021,B1,11336
37550,2,2022,B1,2471
37550,8,2022,B3,3473
37551,1,2022,B4,26031
37551,9,2021,B5,10016
37551,12,2022,B2,373
37551,5,2021,B1,6489
37551,5,2021,B1,18902
37551,5,2021,B1,32426
37551,9,2021,B2,14944
37552,7,2022,B4,43429
37552,8,2022,B4,58965
37552,7,2021,B3,23037
37552,6,2022,B5,44049
37552,5,2022,B4,13203
37552,8,2021,B4,24757
37552,2,2021,B1,25077
37552,8,2022,B1,55711
37552,6,2021,B1,5566
37553,7,2022,B1,23867
37553,7,2021,B1,18241
37553,4,2021,B4,35038
37553,4,2022,B5,5896
37554,12,2021,B3,5098
37554,5,2021,B2,8117
37554,9,2021,B4,22763
37554,12,2022,B3,33886
37554,3,2022,B1,49154
37554,6,2021,B3,2689
37554,8,2021,B2,6291
37554,12,2021,B3,12696
37555,10,2022,B4,19472
37555,5,2022,B1,35614
37555,10,2022,B2,3910
37555,8,2021,B4,26706
37556,4,2021,B2,32840
37556,11,2021,B5,8553
37556,12,2022,B3,14937
37556,1,2021,B1,5983
37557,4,2022,B3,17579
37557,9,2022,B2,54995
37557,2,2021,B4,53809
37557,5,2021,B4,23344
37557,3,2022,B3,9480
37557,7,2021,B2,20458
37557,6,2022,B3,36520
37557,2,2022,B2,16544
37557,7,2021,B2,15404
37557,11,2021,B5,12896
37558,9,2021,B5,23440
37558,10,2021,B1,11365
37558,9,2021,B5,4697
37558,12,2022,B1,38406
37558,3,2022,B1,15826
37558,10,2021,B3,4644
37558,6,2022,B2,2756
37558,1,2022,B3,14047
37559,10,2021,B2,38151
37559,7,2022,B5,12887
37559,9,2022,B4,11175
37559,11,2022,B4,36170
37559,11,2021,B4,12223
37559,6,2021,B1,6357
37559,2,2021,B3,2647
37560,7,2021,B2,9899
37560,8,2021,B5,5629
37560,2,2022,B3,3618
37560,6,2021,B4,25805
37560,11,2022,B4,3687
37561,5,2022,B4,10658
37561,3,2022,B4,28543
37561,9,2021,B4,6282
37561,3,2022,B5,10700
37562,9,2021,B4,12476
37562,4,2022,B5,25549
37562,12,2022,B3,50667
37562,6,2022,B2,35555
37562,5,2022,B1,2711
37562,3,2022,B1,27514
37562,12,2021,B1,9744
37562,10,2022,B5,14487
37562,5,2021,B2,68292
37562,5,2021,B1,30802
37562,1,2022,B5,6905
37563,4,2022,B4,14697
37563,7,2022,B5,25219
37563,4,2022,B4,3222
37564,3,2022,B4,2088
37564,7,2022,B4,23213
37564,4,2021,B3,10590
37564,10,2022,B3,14866
37564,3,2021,B3,5782
37564,12,2022,B2,27790
37564,5,2021,B5,4466
37565,5,2021,B3,14585
37565,6,2021,B1,8447
37565,10,2021,B2,35950
37565,7,2021,B4,30949
37565,1,2021,B3,8828
37566,5,2021,B2,4787
37566,5,2021,B2,5471
37566,8,2021,B2,4029
37566,7,2022,B2,8032
37566,10,2021,B2,35622
37566,9,2021,B4,17429
37566,12,2021,B3,29675
37566,8,2021,B4,8039
37566,3,2022,B5,8175
37566,1,2022,B1,12386
37567,4,2021,B1,5557
37567,2,2021,B5,19246
37567,2,2021,B1,32797
37567,6,2022,B1,25621
37567,4,2021,B5,6810
37567,7,2022,B4,28724
37567,8,2022,B5,42515
37567,7,2021,B2,4179
37568,6,2021,B4,15211
37568,6,2022,B3,12199
37568,9,2022,B4,35156
37568,6,2022,B3,19846
37568,6,2022,B5,11728
37568,5,2022,B5,10726
37568,4,2022,B4,60140
37568,1,2021,B1,29139
37569,10,2021,B4,37085
37569,12,2022,B4,11395
37569,3,2021,B4,48982
37569,11,2022,B1,21403
37569,12,2022,B1,28299
37570,4,2022,B2,26747
37571,7,2021,B2,22390
37571,12,2022,B5,21936
37571,11,2021,B4,13217
37571,1,2022,B2,20063
37571,2,2021,B3,39024
37571,4,2021,B4,38658
37571,6,2021,B2,6090
37571,11,2022,B1,57203
37572,11,2021,B3,2004
37572,10,2021,B4,26631
37572,12,2021,B2,5438
37572,4,2022,B3,40245
37572,4,2022,B2,46129
37572,12,2021,B5,73574
37572,3,2022,B3,12245
37572,12,2021,B2,15841
37573,12,2021,B2,12053
37573,9,2022,B1,16751
37573,1,2021,B4,57044
37573,6,2022,B3,55286
37573,9,2022,B4,13951
37573,1,2022,B1,13750
37573,11,2021,B3,20502
37573,7,2022,B5,6388
37574,4,2022,B5,19077
37574,3,2022,B5,4743
37574,12,2022,B3,7675
37574,4,2022,B4,34508
37574,6,2021,B3,6433
37574,9,2021,B2,13178
37574,10,2021,B2,46061
37574,4,2021,B5,12634
37574,3,2021,B1,27560
37574,7,2021,B3,26350
37575,1,2022,B4,49022
37575,6,2021,B1,21064
37575,2,2021,B2,50118
37575,5,2021,B1,19331
37575,7,2022,B1,9449
37575,4,2022,B1,30796
37575,4,2022,B3,23452
37576,12,2021,B4,5815
37576,10,2021,B1,21194
37576,12,2022,B1,7547
37576,12,2021,B5,3431
37576,8,2022,B2,8763
37576,6,2022,B5,9449
37576,8,2022,B4,12276
37577,5,2021,B5,18536
37577,12,2021,B3,19812
37577,8,2022,B2,59781
37577,7,2022,B1,29219
37577,2,2022,B1,9819
37577,8,2022,B3,47319
37577,10,2022,B3,12113
37578,9,2022,B1,38505
37578,7,2021,B4,31432
37578,2,2022,B1,49849
37578,6,2021,B2,44360
37578,11,2022,B4,26027
37578,9,2021,B4,20355
37578,10,2021,B1,41147
37579,10,2021,B2,10476
37579,8,2021,B3,33871
37579,7,2021,B1,11380
37579,9,2022,B1,7002
37579,9,2021,B4,22493
37579,12,2022,B2,39348
37580,4,2022,B3,8370
37580,5,2021,B1,16934
37580,6,2022,B2,7207
37580,6,2021,B1,41443
37580,8,2022,B1,42042
37580,12,2022,B5,5035
37580,3,2022,B1,43237
37580,3,2021,B3,36062
37581,6,2022,B3,4616
37581,11,2022,B1,16824
37581,2,2022,B4,14212
37581,7,2021,B2,48222
37581,4,2021,B5,26010
37581,6,2022,B4,10959
37581,3,2022,B5,18127
37581,11,2021,B3,7971
37581,5,2022,B3,22525
37582,6,2021,B4,5381
37582,12,2021,B4,39148
37582,12,2022,B4,3714
37582,5,2022,B4,10996
37582,4,2022,B2,27663
37583,5,2021,B1,57156
37584,3,2022,B4,8422
37584,12,2022,B1,37841
37584,3,2021,B1,5347
37584,2,2021,B5,1397
37584,10,2022,B5,27319
37585,1,2022,B1,6317
37585,12,2021,B1,13839
37585,7,2021,B5,20406
37585,3,2021,B2,16735
37585,12,2021,B3,29394
37586,7,2021,B1,14635
37586,2,2021,B1,2264
37587,2,2021,B1,8499
37587,6,2021,B2,20594
37587,10,2021,B2,5233
37587,6,2021,B2,16481
37587,7,2021,B5,12289
37587,1,2021,B2,15366
37587,10,2022,B2,1465
37587,8,2022,B4,44289
37588,5,2022,B1,18745
37588,9,2022,B5,33830
37588,1,2022,B4,26563
37588,9,2022,B3,17885
37588,3,2022,B1,16798
37588,2,2021,B1,6665
37589,8,2022,B3,9827
37589,6,2021,B4,44203
37589,3,2021,B1,10750
37590,8,2021,B2,25843
37590,3,2021,B3,10005
37590,1,2021,B2,22616
37590,1,2022,B4,10006
37590,5,2021,B2,38189
37591,3,2022,B2,12756
37591,1,2022,B2,21948
37591,9,2022,B5,2493
37591,9,2021,B3,33045
37591,10,2022,B5,26252
37591,3,2022,B3,9284
37592,3,2022,B1,24749
37592,8,2021,B3,12548
37592,12,2021,B5,6162
37592,1,2021,B1,8293
37593,10,2022,B5,17799
37593,9,2022,B3,5360
37593,3,2021,B2,23078
37593,3,2022,B5,8125
37594,10,2021,B4,35650
37594,7,2022,B4,18482
37594,8,2022,B2,25834
37594,1,2022,B3,23284
37594,7,2022,B3,18776
37595,5,2021,B2,5163
37595,7,2021,B5,46276
37595,11,2021,B4,36921
37595,3,2022,B3,14747
37595,8,2021,B5,21449
37596,12,2022,B4,14955
37596,1,2022,B2,7176
37596,1,2022,B3,2932
37596,8,2022,B2,31523
37596,8,2021,B4,41031
37596,3,2022,B1,21447
37597,1,2021,B3,12810
37597,5,2022,B2,23688
37597,7,2021,B4,51280
37597,1,2022,B1,8548
37597,11,2021,B5,13123
37597,5,2022,B3,19151
37597,7,2022,B3,38659
37598,5,2022,B1,21881
37598,10,2022,B2,11954
37598,6,2021,B4,61827
37598,2,2022,B2,17280
37598,9,2022,B2,8498
37599,6,2021,B1,19897
37599,10,2021,B3,4138
37599,8,2022,B2,40961
37599,7,2021,B5,10851
37600,10,2022,B4,7646
37600,6,2022,B2,6961
37600,6,2021,B1,12907
37600,9,2021,B3,5265
37600,12,2022,B1,53507
37600,5,2022,B3,29927
37601,10,2022,B2,18985
37601,10,2022,B1,32377
37602,2,2021,B5,42372
37602,5,2021,B5,40520
37602,11,2021,B4,30306
37602,9,2021,B4,10125
37602,8,2022,B2,48704
37602,10,2021,B5,3140
37602,7,2021,B4,27731
37603,9,2021,B3,11372
37603,1,2022,B1,7812
37603,6,2021,B4,6135
37603,6,2022,B5,4228
37603,6,2022,B2,44730
37603,7,2022,B5,21241
37603,3,2022,B1,35582
37603,12,2022,B2,2813
37604,7,2022,B4,9792
37604,4,2022,B2,26785
37604,7,2021,B5,7142
37604,6,2021,B1,18867
37604,10,2022,B1,35335
37604,10,2022,B1,17261
37605,6,2021,B4,58430
37605,9,2021,B4,14892
37605,4,2021,B4,10670
37605,8,2022,B1,12562
37605,6,2022,B3,10995
37605,1,2022,B4,34334
37606,2,2022,B4,7793
37606,10,2022,B3,20474
37606,12,2022,B4,48681
37606,8,2021,B3,13573
37606,3,2021,B3,3592
37606,1,2021,B5,30797
37606,9,2022,B2,31635
37606,4,2022,B1,24422
37606,8,2021,B4,15681
37607,12,2022,B2,60835
37607,9,2022,B1,24539
37607,1,2022,B5,10404
37607,10,2022,B2,33355
37607,3,2021,B2,35610
37607,3,2022,B5,6728
37608,7,2021,B4,27229
37608,3,2021,B3,44911
37608,6,2021,B3,25321
37608,11,2022,B3,11675
37608,10,2021,B3,14227
37608,4,2021,B4,20670
37608,3,2022,B5,20113
37609,6,2021,B5,5177
37609,6,2022,B5,59411
37609,11,2022,B4,19862
37610,4,2021,B1,16519
37610,1,2022,B2,22035
37610,9,2021,B4,35708
37610,9,2021,B3,6432
37610,1,2022,B1,30680
37610,5,2021,B4,34088
37611,11,2021,B5,28619
37611,10,2021,B3,9607
37611,11,2021,B4,8554
37611,11,2022,B3,15415
37612,3,2022,B6,7136
37612,2,2022,B3,5744
37612,3,2022,B5,25450
37612,11,2021,B4,3433
37612,11,2021,B1,34100
37613,3,2022,B1,3470
37613,2,2021,B2,20895
37613,12,2021,B1,14783
37613,9,2021,B1,53891
37613,11,2022,B3,45275
37613,11,2022,B1,26574
37613,5,2021,B1,7768
37613,1,2022,B4,12183
37613,4,2022,B3,21698
37614,8,2022,B2,6412
37614,7,2022,B2,6175
37614,10,2021,B5,14493
37614,5,2021,B3,325
37614,2,2022,B2,24234
37614,5,2022,B1,2375
37614,4,2022,B3,14875
37615,9,2021,B2,24787
37615,8,2021,B1,57601
37615,8,2021,B4,17979
37615,8,2021,B2,1716
37615,10,2022,B5,7521
37615,8,2021,B1,43893
37615,1,2022,B4,47740
37615,2,2022,B4,31397
37615,7,2021,B1,67013
37616,6,2022,B4,35277
37616,10,2021,B4,58542
37616,11,2022,B2,21336
37616,2,2021,B1,60429
37616,10,2021,B3,33530
37616,11,2021,B2,28164
37616,1,2021,B3,12341
37616,4,2022,B4,4127
37616,3,2021,B2,56659
37616,3,2022,B3,12084
37616,2,2022,B3,4837
37616,6,2021,B1,40401
37617,6,2021,B3,24473
37617,10,2022,B3,4719
37617,1,2022,B1,48065
37617,1,2022,B3,14501
37617,9,2022,B5,3475
37617,7,2021,B4,13538
37617,12,2022,B2,61900
37618,8,2022,B3,3116
37618,11,2021,B1,4843
37618,6,2021,B3,3359
37619,3,2022,B2,5797
37619,4,2021,B5,26605
37619,10,2022,B4,33202
37619,8,2022,B4,7339
37619,11,2021,B4,9200
37620,9,2022,B4,2387
37620,3,2022,B5,12928
37620,6,2022,B4,26447
37620,4,2022,B2,48110
37620,8,2021,B1,14241
37620,8,2022,B2,21683
37620,6,2022,B5,2517
37620,3,2021,B4,26792
37620,4,2021,B4,12646
37621,11,2022,B4,15000
37621,4,2022,B4,8989
37621,1,2022,B1,12359
37621,7,2022,B2,11696
37622,10,2022,B2,17691
37622,7,2022,B2,23208
37622,10,2022,B5,32257
37623,6,2021,B4,13350
37623,10,2021,B4,49037
37623,1,2022,B1,6843
37623,1,2022,B5,11472
37623,1,2022,B1,8665
37623,12,2021,B4,12336
37623,6,2021,B5,28849
37623,12,2022,B4,19736
37624,2,2022,B2,23073
37624,7,2021,B4,20519
37624,1,2021,B2,13208
37624,1,2022,B4,65567
37624,4,2021,B1,31532
37624,8,2022,B2,23403
37624,2,2021,B5,30856
37624,4,2021,B4,40073
37625,3,2022,B1,15444
37625,4,2022,B4,10699
37625,7,2022,B1,59322
37626,5,2022,B4,2718
37626,2,2021,B4,20966
37626,9,2022,B3,16307
37626,1,2021,B4,7014
37626,3,2021,B2,13914
37627,5,2022,B1,7573
37627,9,2022,B1,25280
37627,9,2022,B1,23215
37627,3,2021,B3,50890
37627,9,2022,B3,59279
37628,6,2022,B4,27016
37628,9,2021,B2,15652
37628,6,2021,B2,6381
37628,6,2021,B5,20486
37628,5,2021,B1,6443
37628,1,2021,B5,46530
37628,9,2021,B4,48384
37628,5,2021,B3,5028
37628,5,2022,B3,44849
37628,4,2021,B5,19929
37628,9,2021,B1,2909
37628,3,2022,B2,35070
37628,1,2022,B1,26486
37628,8,2021,B1,9928
37628,9,2022,B4,5119
37628,12,2022,B1,23473
37629,7,2022,B3,55018
37629,7,2021,B2,19297
37629,9,2021,B2,51073
37629,8,2022,B4,38822
37629,11,2022,B1,29323
37630,4,2022,B2,28559
37630,2,2022,B3,13713
37630,4,2022,B2,21062
37630,10,2021,B3,36455
37630,12,2022,B2,11563
37630,10,2022,B1,58968
37631,10,2022,B4,5284
37631,10,2021,B2,7941
37631,10,2021,B3,25948
37631,5,2021,B1,2248
37631,7,2021,B1,9124
37631,11,2021,B2,14938
37631,12,2021,B4,11772
37632,11,2021,B5,15393
37632,5,2022,B2,34540
37632,4,2021,B3,23425
37632,3,2021,B3,35180
37632,9,2022,B1,6032
37632,3,2021,B4,49185
37632,12,2022,B2,5484
37632,8,2021,B4,4308
37632,5,2021,B5,21655
37633,1,2022,B3,7701
37633,3,2022,B3,19566
37634,11,2022,B2,13863
37634,6,2022,B3,1693
37634,8,2022,B1,8180
37634,2,2022,B7,11642
37634,3,2021,B2,28868
37634,11,2021,B3,29543
37634,11,2021,B3,5615
37634,1,2022,B4,46862
37634,6,2021,B1,58003
37634,6,2022,B3,7776
37635,5,2022,B2,11676
37635,10,2021,B3,60298
37635,3,2021,B5,4648
37635,8,2021,B5,10269
37635,7,2021,B5,29338
37635,5,2022,B1,10622
37635,10,2021,B3,31173
37635,7,2022,B4,23026
37636,8,2021,B1,17300
37636,11,2022,B3,17773
37636,5,2021,B4,12102
37636,9,2022,B4,16211
37636,1,2021,B1,8372
37636,12,2022,B3,11248
37636,9,2021,B4,7025
37637,2,2022,B5,5795
37637,5,2022,B3,29108
37638,12,2021,B2,17982
37638,5,2022,B4,10755
37638,12,2022,B4,23998
37638,8,2021,B2,21561
37638,5,2021,B1,5773
37639,4,2021,B4,4541
37639,10,2022,B5,30960
37639,1,2022,B4,21204
37639,2,2021,B4,8428
37640,1,2021,B4,72255
37640,5,2022,B1,33475
37640,11,2022,B5,15177
37640,10,2022,B2,10767
37641,3,2022,B4,7768
37641,10,2022,B2,6032
37641,7,2022,B1,9287
37641,11,2021,B5,29685
37641,6,2021,B2,12541
37641,3,2021,B4,39032
37641,4,2021,B4,18423
37641,3,2022,B5,19733
37641,1,2021,B2,15466
37641,11,2021,B5,16675
37642,10,2021,B1,15774
37642,7,2022,B4,14543
37642,4,2022,B2,20749
37642,7,2022,B4,10528
37643,12,2022,B3,12810
37643,10,2022,B5,71907
37643,11,2021,B3,5360
37643,3,2021,B4,39465
37644,3,2022,B1,44557
37644,5,2021,B5,49098
37644,1,2022,B5,16923
37644,12,2021,B4,18573
37644,4,2022,B5,21560
37644,3,2022,B2,5284
37644,3,2021,B2,4621
37644,12,2022,B4,14958
37646,4,2021,B1,18198
37646,8,2021,B2,42165
37646,10,2022,B2,9312
37646,1,2022,B2,28645
37646,8,2021,B3,10861
37646,8,2022,B3,34222
37646,11,2021,B3,11509
37646,12,2021,B5,35915
37646,6,2022,B2,42770
37647,4,2022,B4,10011
37647,3,2022,B1,23873
37647,8,2022,B5,2943
37647,3,2021,B3,16029
37647,2,2022,B4,46895
37648,4,2021,B1,11159
37648,1,2022,B3,42324
37648,5,2021,B1,18384
37649,12,2021,B2,9823
37649,9,2022,B2,6645
37649,9,2022,B1,12037
37649,2,2022,B1,12766
37649,2,2022,B3,25415
37650,11,2022,B1,29318
37650,6,2021,B5,13863
37650,11,2022,B5,9926
37650,8,2022,B2,32378
37650,3,2022,B1,9487
37650,6,2021,B3,16523
37650,3,2021,B1,21999
37650,8,2022,B3,25352
37651,3,2021,B7,20982
37651,5,2021,B4,38181
37651,11,2021,B2,27612
37652,11,2021,B5,29487
37652,7,2022,B4,3183
37652,10,2021,B4,7699
37653,4,2021,B5,9548
37653,9,2021,B4,17225
37653,1,2022,B4,21326
37654,11,2022,B2,27991
37654,2,2022,B4,45915
37654,10,2022,B1,15559
37654,4,2022,B2,1089
37654,12,2022,B5,2287
37654,7,2022,B1,32857
37654,10,2021,B5,17476
37654,7,2022,B4,15922
37654,6,2022,B1,10172
37655,7,2021,B1,61864
37655,4,2021,B3,26688
37655,8,2022,B1,21939
37655,5,2021,B4,35122
37655,8,2022,B3,5943
37656,4,2022,B5,10718
37656,6,2022,B5,28277
37656,3,2021,B2,19515
37656,10,2022,B5,22732
37656,9,2021,B2,10040
37657,10,2021,B5,17872
37657,9,2022,B3,6313
37657,12,2021,B3,45411
37657,2,2021,B2,31237
37657,6,2022,B4,45657
37657,2,2021,B4,40820
37657,1,2021,B1,12571
37657,2,2021,B4,8833
37658,3,2022,B3,24626
37658,6,2021,B5,18293
37658,4,2021,B2,19032
37658,5,2021,B2,44172
37659,3,2022,B5,7450
37659,5,2022,B4,5533
37659,1,2021,B4,26387
37659,1,2021,B5,5837
37659,5,2021,B3,13362
37659,1,2022,B3,45209
37659,1,2021,B1,26826
37659,10,2022,B2,6240
37660,10,2022,B1,3538
37660,2,2021,B5,7472
37660,2,2022,B4,5917
37660,5,2022,B5,18827
37661,4,2022,B4,31686
37661,2,2021,B2,10852
37661,8,2022,B1,2034
37661,2,2022,B4,53973
37661,5,2022,B5,44343
37661,12,2021,B2,14205
37661,4,2022,B4,10050
37662,4,2022,B4,37662
37662,5,2022,B1,7749
37662,5,2021,B4,11736
37662,3,2021,B3,18933
37662,2,2022,B2,48540
37662,12,2022,B3,9160
37662,2,2021,B1,19475
37663,6,2022,B2,5755
37663,12,2022,B5,17476
37663,5,2021,B2,27621
37663,8,2022,B1,12730
37663,9,2022,B2,16812
37663,12,2021,B1,20584
37663,2,2022,B2,12675
37663,5,2022,B5,8293
37664,1,2022,B4,26601
37664,8,2022,B2,18923
37664,12,2022,B5,42271
37664,8,2022,B3,38747
37664,3,2021,B1,61302
37664,8,2021,B1,50976
37664,10,2021,B2,6174
37664,6,2022,B3,8027
37665,5,2022,B4,33655
37665,6,2021,B3,10135
37665,7,2021,B5,2961
37666,8,2021,B4,7802
37666,5,2022,B4,13502
37666,2,2022,B3,16605
37666,4,2022,B3,13264
37666,7,2022,B5,24671
37666,1,2022,B5,4748
37666,7,2022,B2,3085
37666,5,2021,B2,14930
37666,4,2021,B5,30500
37666,4,2021,B1,27303
37666,4,2022,B2,55572
37666,3,2022,B3,15609
37667,9,2022,B4,8069
37667,2,2021,B4,38428
37667,8,2021,B3,3202
37667,2,2021,B3,40434
37667,8,2022,B4,47588
37667,5,2021,B3,39788
37667,8,2021,B1,16067
37667,3,2022,B2,12540
37667,4,2022,B5,57935
37668,8,2022,B3,13337
37668,9,2022,B2,14012
37668,4,2021,B5,11886
37669,7,2021,B4,26196
37669,7,2021,B4,12145
37669,11,2021,B5,9202
37670,1,2022,B5,20329
37670,9,2021,B5,3768
37670,4,2021,B4,15094
37670,2,2022,B1,18051
37671,4,2022,B2,24320
37671,3,2022,B1,5591
37671,12,2022,B1,53492
37671,3,2021,B4,46546
37671,8,2022,B5,13623
37671,2,2021,B5,30274
37671,6,2022,B5,10018
37671,2,2021,B4,22685
37672,6,2021,B2,11453
37672,10,2022,B4,53595
37672,6,2021,B4,19457
37672,8,2021,B4,5590
37672,3,2022,B4,21602
37672,3,2022,B5,6732
37672,10,2022,B5,6869
37673,6,2022,B5,16007
37673,10,2022,B1,20006
37673,4,2021,B4,6905
37673,8,2022,B4,460
37673,5,2021,B3,21514
37673,10,2022,B4,11312
37673,10,2021,B1,17208
37673,11,2021,B4,33305
37673,8,2021,B1,10004
37673,7,2021,B2,20997
37674,4,2022,B4,12000
37674,9,2021,B5,11807
37674,12,2022,B3,13697
37674,7,2021,B1,18856
37674,12,2022,B3,12700
37674,2,2021,B1,38969
37675,3,2022,B5,17378
37675,3,2022,B2,15031
37675,10,2022,B2,22798
37675,3,2022,B2,40297
37675,9,2021,B1,5916
37676,11,2022,B3,12060
37676,7,2021,B4,14110
37676,4,2022,B5,6341
37676,5,2021,B4,25062
37677,6,2021,B2,21647
37677,6,2022,B3,3488
37677,10,2021,B5,39800
37677,6,2022,B2,10892
37677,3,2021,B5,3616
37678,1,2021,B3,3173
37678,3,2021,B5,1374
37678,3,2021,B5,23997
37678,9,2022,B2,32353
37678,12,2021,B1,50904
37678,10,2021,B2,14373
37678,1,2022,B5,18590
37679,3,2021,B4,17059
37679,5,2021,B1,53279
37679,11,2022,B1,20232
37679,1,2022,B4,9550
37680,4,2021,B1,6412
37680,10,2021,B1,16691
37680,12,2022,B3,5861
37680,6,2021,B4,50642
37680,9,2022,B5,13286
37681,6,2021,B5,47607
37681,10,2021,B1,11740
37681,1,2022,B5,68148
37681,1,2021,B2,36978
37681,9,2021,B4,20822
37682,5,2021,B3,45540
37682,12,2021,B5,9975
37682,3,2021,B3,33019
37682,3,2022,B3,32830
37682,12,2022,B4,52002
37682,11,2022,B2,26524
37682,6,2022,B1,24869
37682,9,2021,B1,8003
37682,11,2022,B1,25567
37683,10,2022,B1,5111
37683,3,2022,B2,8204
37683,1,2021,B5,30396
37683,9,2022,B3,7836
37683,11,2022,B4,21645
37683,11,2021,B2,13834
37683,7,2021,B4,28774
37684,9,2021,B5,34835
37684,4,2022,B5,7553
37684,3,2022,B4,61134
37684,3,2021,B3,16555
37684,6,2022,B4,11388
37684,1,2022,B2,7936
37684,3,2022,B4,32210
37685,9,2022,B4,5787
37685,12,2021,B1,22922
37685,11,2022,B5,12527
37685,1,2022,B1,9639
37685,1,2022,B5,26551
37685,12,2022,B2,45679
37685,1,2022,B5,12919
37685,1,2021,B1,12815
37686,6,2022,B2,33073
37686,11,2021,B5,8446
37686,9,2021,B5,20055
37686,8,2022,B3,14834
37686,9,2021,B5,15322
37686,6,2022,B5,28738
37686,5,2021,B1,23165
37686,2,2022,B3,2787
37687,8,2022,B1,5751
37687,12,2021,B3,6932
37687,10,2022,B3,39609
37688,11,2022,B5,48653
37688,8,2022,B5,17082
37688,6,2021,B2,26838
37689,5,2021,B3,33391
37689,9,2022,B2,12978
37689,8,2022,B5,7788
37689,3,2021,B4,4564
37689,11,2022,B2,4478
37689,6,2021,B1,30794
37690,3,2022,B2,16174
37690,7,2022,B1,37188
37690,12,2021,B3,7394
37690,2,2022,B3,26646
37690,1,2022,B1,48077
37690,10,2021,B2,5753
37691,11,2021,B3,35567
37691,6,2022,B3,12168
37691,6,2021,B1,12568
37691,7,2022,B1,28918
37691,3,2021,B1,26197
37692,4,2021,B4,5044
37692,9,2022,B2,10396
37692,6,2022,B5,12626
37692,5,2021,B3,29307
37692,1,2021,B5,67454
37692,1,2021,B5,32806
37692,9,2021,B2,23843
37692,5,2022,B2,54194
37692,11,2022,B5,16568
37692,10,2021,B4,8422
37693,11,2022,B1,8943
37693,8,2022,B1,7354
37694,3,2022,B3,5741
37694,10,2022,B5,12484
37694,10,2022,B1,3757
37694,8,2021,B1,34092
37694,1,2022,B2,7886
37694,1,2022,B3,33935
37695,1,2021,B4,50597
37695,8,2021,B1,29896
37695,3,2021,B5,29999
37695,11,2021,B5,27459
37695,4,2022,B4,10854
37695,4,2022,B1,44789
37695,7,2022,B1,51105
37695,6,2021,B3,11737
37695,6,2022,B1,22252
37696,3,2021,B3,18486
37696,1,2022,B5,31869
37696,4,2021,B2,16318
37697,9,2021,B5,40248
37697,10,2021,B5,19807
37697,4,2021,B1,6297
37697,6,2021,B5,10607
37698,11,2022,B2,2717
37698,9,2021,B3,20833
37698,3,2022,B3,43676
37698,7,2022,B1,23333
37698,6,2021,B1,25537
37699,6,2022,B2,51186
37699,2,2022,B2,15814
37699,10,2022,B2,29904
37699,9,2021,B3,19313
37699,10,2021,B4,29414
37699,12,2022,B3,6566
37699,5,2022,B3,3573
37699,10,2021,B4,20229
37699,7,2021,B3,6926
37700,2,2021,B4,12574
37700,7,2021,B5,50900
37701,12,2022,B5,19145
37701,6,2022,B1,14597
37701,4,2021,B3,15244
37701,4,2022,B4,47206
37701,5,2022,B4,10305
37701,5,2022,B1,32365
37701,6,2021,B5,29826
37701,3,2022,B2,32248
37702,4,2021,B6,39605
37702,7,2022,B5,4515
37702,5,2022,B5,36009
37702,10,2022,B2,3912
37702,9,2022,B3,20818
37702,5,2022,B2,13638
37702,8,2021,B3,2268
37702,12,2021,B2,16144
37702,7,2021,B3,8448
37702,6,2022,B1,20133
37702,3,2022,B2,2483
37702,5,2021,B4,35035
37702,6,2021,B2,30098
37703,4,2022,B4,9747
37703,10,2022,B1,4179
37703,12,2022,B2,44881
37703,11,2021,B2,25672
37703,10,2021,B4,11326
37703,2,2021,B5,59290
37704,4,2021,B5,40919
37704,5,2022,B3,23142
37704,8,2022,B2,8111
37704,3,2021,B1,8416
37704,4,2022,B4,32148
37705,2,2022,B3,18403
37705,7,2021,B3,17435
37705,5,2021,B3,4712
37705,12,2021,B1,12160
37706,10,2021,B4,51546
37706,1,2022,B4,18448
37706,5,2021,B3,16388
37706,10,2021,B1,40029
37706,8,2021,B2,10322
37707,10,2022,B4,3265
37707,11,2022,B3,31539
37707,1,2022,B5,7348
37707,10,2021,B2,28288
37707,1,2021,B4,52439
37707,2,2022,B5,5050
37707,4,2022,B4,10740
37707,5,2021,B4,25302
37708,7,2021,B2,18771
37708,4,2021,B4,6724
37708,2,2021,B1,22682
